year,round,circuitId,name,date,wiki_url,fp1_date,fp2_date,fp3_date,qualifying_date,sprint_date
22,10,48,Canadian Grand Prix,1971-09-19 00:00:00Z,http://en.wikipedia.org/wiki/1971_Canadian_Grand_Prix,,,,,
22,11,46,United States Grand Prix,1971-10-03 00:00:00Z,http://en.wikipedia.org/wiki/1971_United_States_Grand_Prix,,,,,
23,1,25,Argentine Grand Prix,1972-01-23 00:00:00Z,http://en.wikipedia.org/wiki/1972_Argentine_Grand_Prix,,,,,
23,2,30,South African Grand Prix,1972-03-04 00:00:00Z,http://en.wikipedia.org/wiki/1972_South_African_Grand_Prix,,,,,
23,3,45,Spanish Grand Prix,1972-05-01 00:00:00Z,http://en.wikipedia.org/wiki/1972_Spanish_Grand_Prix,,,,,
23,4,6,Monaco Grand Prix,1972-05-14 00:00:00Z,http://en.wikipedia.org/wiki/1972_Monaco_Grand_Prix,,,,,
23,5,50,Belgian Grand Prix,1972-06-04 00:00:00Z,http://en.wikipedia.org/wiki/1972_Belgian_Grand_Prix,,,,,
23,6,51,French Grand Prix,1972-07-02 00:00:00Z,http://en.wikipedia.org/wiki/1972_French_Grand_Prix,,,,,
23,7,38,British Grand Prix,1972-07-15 00:00:00Z,http://en.wikipedia.org/wiki/1972_British_Grand_Prix,,,,,
23,8,20,German Grand Prix,1972-07-30 00:00:00Z,http://en.wikipedia.org/wiki/1972_German_Grand_Prix,,,,,
23,9,70,Austrian Grand Prix,1972-08-13 00:00:00Z,http://en.wikipedia.org/wiki/1972_Austrian_Grand_Prix,,,,,
23,10,14,Italian Grand Prix,1972-09-10 00:00:00Z,http://en.wikipedia.org/wiki/1972_Italian_Grand_Prix,,,,,
23,11,48,Canadian Grand Prix,1972-09-24 00:00:00Z,http://en.wikipedia.org/wiki/1972_Canadian_Grand_Prix,,,,,
23,12,46,United States Grand Prix,1972-10-08 00:00:00Z,http://en.wikipedia.org/wiki/1972_United_States_Grand_Prix,,,,,
24,1,25,Argentine Grand Prix,1973-01-28 00:00:00Z,http://en.wikipedia.org/wiki/1973_Argentine_Grand_Prix,,,,,
24,2,18,Brazilian Grand Prix,1973-02-11 00:00:00Z,http://en.wikipedia.org/wiki/1973_Brazilian_Grand_Prix,,,,,
24,3,30,South African Grand Prix,1973-03-03 00:00:00Z,http://en.wikipedia.org/wiki/1973_South_African_Grand_Prix,,,,,
24,4,49,Spanish Grand Prix,1973-04-29 00:00:00Z,http://en.wikipedia.org/wiki/1973_Spanish_Grand_Prix,,,,,
24,5,40,Belgian Grand Prix,1973-05-20 00:00:00Z,http://en.wikipedia.org/wiki/1973_Belgian_Grand_Prix,,,,,
24,6,6,Monaco Grand Prix,1973-06-03 00:00:00Z,http://en.wikipedia.org/wiki/1973_Monaco_Grand_Prix,,,,,
24,7,47,Swedish Grand Prix,1973-06-17 00:00:00Z,http://en.wikipedia.org/wiki/1973_Swedish_Grand_Prix,,,,,
24,8,34,French Grand Prix,1973-07-01 00:00:00Z,http://en.wikipedia.org/wiki/1973_French_Grand_Prix,,,,,
24,9,9,British Grand Prix,1973-07-14 00:00:00Z,http://en.wikipedia.org/wiki/1973_British_Grand_Prix,,,,,
24,10,39,Dutch Grand Prix,1973-07-29 00:00:00Z,http://en.wikipedia.org/wiki/1973_Dutch_Grand_Prix,,,,,
24,11,20,German Grand Prix,1973-08-05 00:00:00Z,http://en.wikipedia.org/wiki/1973_German_Grand_Prix,,,,,
24,12,70,Austrian Grand Prix,1973-08-19 00:00:00Z,http://en.wikipedia.org/wiki/1973_Austrian_Grand_Prix,,,,,
24,13,14,Italian Grand Prix,1973-09-09 00:00:00Z,http://en.wikipedia.org/wiki/1973_Italian_Grand_Prix,,,,,
24,14,48,Canadian Grand Prix,1973-09-23 00:00:00Z,http://en.wikipedia.org/wiki/1973_Canadian_Grand_Prix,,,,,
24,15,46,United States Grand Prix,1973-10-07 00:00:00Z,http://en.wikipedia.org/wiki/1973_United_States_Grand_Prix,,,,,
25,1,25,Argentine Grand Prix,1974-01-13 00:00:00Z,http://en.wikipedia.org/wiki/1974_Argentine_Grand_Prix,,,,,
25,2,18,Brazilian Grand Prix,1974-01-27 00:00:00Z,http://en.wikipedia.org/wiki/1974_Brazilian_Grand_Prix,,,,,
25,3,30,South African Grand Prix,1974-03-30 00:00:00Z,http://en.wikipedia.org/wiki/1974_South_African_Grand_Prix,,,,,
25,4,45,Spanish Grand Prix,1974-04-28 00:00:00Z,http://en.wikipedia.org/wiki/1974_Spanish_Grand_Prix,,,,,
25,5,50,Belgian Grand Prix,1974-05-12 00:00:00Z,http://en.wikipedia.org/wiki/1974_Belgian_Grand_Prix,,,,,
25,6,6,Monaco Grand Prix,1974-05-26 00:00:00Z,http://en.wikipedia.org/wiki/1974_Monaco_Grand_Prix,,,,,
25,7,47,Swedish Grand Prix,1974-06-09 00:00:00Z,http://en.wikipedia.org/wiki/1974_Swedish_Grand_Prix,,,,,
25,8,39,Dutch Grand Prix,1974-06-23 00:00:00Z,http://en.wikipedia.org/wiki/1974_Dutch_Grand_Prix,,,,,
25,9,41,French Grand Prix,1974-07-07 00:00:00Z,http://en.wikipedia.org/wiki/1974_French_Grand_Prix,,,,,
25,10,38,British Grand Prix,1974-07-20 00:00:00Z,http://en.wikipedia.org/wiki/1974_British_Grand_Prix,,,,,
25,11,20,German Grand Prix,1974-08-04 00:00:00Z,http://en.wikipedia.org/wiki/1974_German_Grand_Prix,,,,,
25,12,70,Austrian Grand Prix,1974-08-18 00:00:00Z,http://en.wikipedia.org/wiki/1974_Austrian_Grand_Prix,,,,,
25,13,14,Italian Grand Prix,1974-09-08 00:00:00Z,http://en.wikipedia.org/wiki/1974_Italian_Grand_Prix,,,,,
25,14,48,Canadian Grand Prix,1974-09-22 00:00:00Z,http://en.wikipedia.org/wiki/1974_Canadian_Grand_Prix,,,,,
25,15,46,United States Grand Prix,1974-10-06 00:00:00Z,http://en.wikipedia.org/wiki/1974_United_States_Grand_Prix,,,,,
26,1,25,Argentine Grand Prix,1975-01-12 00:00:00Z,http://en.wikipedia.org/wiki/1975_Argentine_Grand_Prix,,,,,
26,2,18,Brazilian Grand Prix,1975-01-26 00:00:00Z,http://en.wikipedia.org/wiki/1975_Brazilian_Grand_Prix,,,,,
26,3,30,South African Grand Prix,1975-03-01 00:00:00Z,http://en.wikipedia.org/wiki/1975_South_African_Grand_Prix,,,,,
26,4,49,Spanish Grand Prix,1975-04-27 00:00:00Z,http://en.wikipedia.org/wiki/1975_Spanish_Grand_Prix,,,,,
26,5,6,Monaco Grand Prix,1975-05-11 00:00:00Z,http://en.wikipedia.org/wiki/1975_Monaco_Grand_Prix,,,,,
26,6,40,Belgian Grand Prix,1975-05-25 00:00:00Z,http://en.wikipedia.org/wiki/1975_Belgian_Grand_Prix,,,,,
26,7,47,Swedish Grand Prix,1975-06-08 00:00:00Z,http://en.wikipedia.org/wiki/1975_Swedish_Grand_Prix,,,,,
26,8,39,Dutch Grand Prix,1975-06-22 00:00:00Z,http://en.wikipedia.org/wiki/1975_Dutch_Grand_Prix,,,,,
26,9,34,French Grand Prix,1975-07-06 00:00:00Z,http://en.wikipedia.org/wiki/1975_French_Grand_Prix,,,,,
26,10,9,British Grand Prix,1975-07-19 00:00:00Z,http://en.wikipedia.org/wiki/1975_British_Grand_Prix,,,,,
26,11,20,German Grand Prix,1975-08-03 00:00:00Z,http://en.wikipedia.org/wiki/1975_German_Grand_Prix,,,,,
26,12,70,Austrian Grand Prix,1975-08-17 00:00:00Z,http://en.wikipedia.org/wiki/1975_Austrian_Grand_Prix,,,,,
26,13,14,Italian Grand Prix,1975-09-07 00:00:00Z,http://en.wikipedia.org/wiki/1975_Italian_Grand_Prix,,,,,
26,14,46,United States Grand Prix,1975-10-05 00:00:00Z,http://en.wikipedia.org/wiki/1975_United_States_Grand_Prix,,,,,
27,1,18,Brazilian Grand Prix,1976-01-25 00:00:00Z,http://en.wikipedia.org/wiki/1976_Brazilian_Grand_Prix,,,,,
27,2,30,South African Grand Prix,1976-03-06 00:00:00Z,http://en.wikipedia.org/wiki/1976_South_African_Grand_Prix,,,,,
27,3,43,United States Grand Prix West,1976-03-28 00:00:00Z,http://en.wikipedia.org/wiki/1976_United_States_Grand_Prix_West,,,,,
27,4,45,Spanish Grand Prix,1976-05-02 00:00:00Z,http://en.wikipedia.org/wiki/1976_Spanish_Grand_Prix,,,,,
27,5,40,Belgian Grand Prix,1976-05-16 00:00:00Z,http://en.wikipedia.org/wiki/1976_Belgian_Grand_Prix,,,,,
27,6,6,Monaco Grand Prix,1976-05-30 00:00:00Z,http://en.wikipedia.org/wiki/1976_Monaco_Grand_Prix,,,,,
27,7,47,Swedish Grand Prix,1976-06-13 00:00:00Z,http://en.wikipedia.org/wiki/1976_Swedish_Grand_Prix,,,,,
27,8,34,French Grand Prix,1976-07-04 00:00:00Z,http://en.wikipedia.org/wiki/1976_French_Grand_Prix,,,,,
27,9,38,British Grand Prix,1976-07-18 00:00:00Z,http://en.wikipedia.org/wiki/1976_British_Grand_Prix,,,,,
27,10,20,German Grand Prix,1976-08-01 00:00:00Z,http://en.wikipedia.org/wiki/1976_German_Grand_Prix,,,,,
27,11,70,Austrian Grand Prix,1976-08-15 00:00:00Z,http://en.wikipedia.org/wiki/1976_Austrian_Grand_Prix,,,,,
27,12,39,Dutch Grand Prix,1976-08-29 00:00:00Z,http://en.wikipedia.org/wiki/1976_Dutch_Grand_Prix,,,,,
27,13,14,Italian Grand Prix,1976-09-12 00:00:00Z,http://en.wikipedia.org/wiki/1976_Italian_Grand_Prix,,,,,
27,14,48,Canadian Grand Prix,1976-10-03 00:00:00Z,http://en.wikipedia.org/wiki/1976_Canadian_Grand_Prix,,,,,
27,15,46,United States Grand Prix,1976-10-10 00:00:00Z,http://en.wikipedia.org/wiki/1976_United_States_Grand_Prix,,,,,
27,16,16,Japanese Grand Prix,1976-10-24 00:00:00Z,http://en.wikipedia.org/wiki/1976_Japanese_Grand_Prix,,,,,
28,1,25,Argentine Grand Prix,1977-01-09 00:00:00Z,http://en.wikipedia.org/wiki/1977_Argentine_Grand_Prix,,,,,
28,2,18,Brazilian Grand Prix,1977-01-23 00:00:00Z,http://en.wikipedia.org/wiki/1977_Brazilian_Grand_Prix,,,,,
28,3,30,South African Grand Prix,1977-03-05 00:00:00Z,http://en.wikipedia.org/wiki/1977_South_African_Grand_Prix,,,,,
28,4,43,United States Grand Prix West,1977-04-03 00:00:00Z,http://en.wikipedia.org/wiki/1977_United_States_Grand_Prix_West,,,,,
28,5,45,Spanish Grand Prix,1977-05-08 00:00:00Z,http://en.wikipedia.org/wiki/1977_Spanish_Grand_Prix,,,,,
28,6,6,Monaco Grand Prix,1977-05-22 00:00:00Z,http://en.wikipedia.org/wiki/1977_Monaco_Grand_Prix,,,,,
28,7,40,Belgian Grand Prix,1977-06-05 00:00:00Z,http://en.wikipedia.org/wiki/1977_Belgian_Grand_Prix,,,,,
28,8,47,Swedish Grand Prix,1977-06-19 00:00:00Z,http://en.wikipedia.org/wiki/1977_Swedish_Grand_Prix,,,,,
28,9,41,French Grand Prix,1977-07-03 00:00:00Z,http://en.wikipedia.org/wiki/1977_French_Grand_Prix,,,,,
28,10,9,British Grand Prix,1977-07-16 00:00:00Z,http://en.wikipedia.org/wiki/1977_British_Grand_Prix,,,,,
28,11,10,German Grand Prix,1977-07-31 00:00:00Z,http://en.wikipedia.org/wiki/1977_German_Grand_Prix,,,,,
28,12,70,Austrian Grand Prix,1977-08-14 00:00:00Z,http://en.wikipedia.org/wiki/1977_Austrian_Grand_Prix,,,,,
28,13,39,Dutch Grand Prix,1977-08-28 00:00:00Z,http://en.wikipedia.org/wiki/1977_Dutch_Grand_Prix,,,,,
28,14,14,Italian Grand Prix,1977-09-11 00:00:00Z,http://en.wikipedia.org/wiki/1977_Italian_Grand_Prix,,,,,
28,15,46,United States Grand Prix,1977-10-02 00:00:00Z,http://en.wikipedia.org/wiki/1977_United_States_Grand_Prix,,,,,
28,16,48,Canadian Grand Prix,1977-10-09 00:00:00Z,http://en.wikipedia.org/wiki/1977_Canadian_Grand_Prix,,,,,
28,17,16,Japanese Grand Prix,1977-10-23 00:00:00Z,http://en.wikipedia.org/wiki/1977_Japanese_Grand_Prix,,,,,
29,1,25,Argentine Grand Prix,1978-01-15 00:00:00Z,http://en.wikipedia.org/wiki/1978_Argentine_Grand_Prix,,,,,
29,2,36,Brazilian Grand Prix,1978-01-29 00:00:00Z,http://en.wikipedia.org/wiki/1978_Brazilian_Grand_Prix,,,,,
29,3,30,South African Grand Prix,1978-03-04 00:00:00Z,http://en.wikipedia.org/wiki/1978_South_African_Grand_Prix,,,,,
29,4,43,United States Grand Prix West,1978-04-02 00:00:00Z,http://en.wikipedia.org/wiki/1978_United_States_Grand_Prix_West,,,,,
29,5,6,Monaco Grand Prix,1978-05-07 00:00:00Z,http://en.wikipedia.org/wiki/1978_Monaco_Grand_Prix,,,,,
29,6,40,Belgian Grand Prix,1978-05-21 00:00:00Z,http://en.wikipedia.org/wiki/1978_Belgian_Grand_Prix,,,,,
29,7,45,Spanish Grand Prix,1978-06-04 00:00:00Z,http://en.wikipedia.org/wiki/1978_Spanish_Grand_Prix,,,,,
29,8,47,Swedish Grand Prix,1978-06-17 00:00:00Z,http://en.wikipedia.org/wiki/1978_Swedish_Grand_Prix,,,,,
29,9,34,French Grand Prix,1978-07-02 00:00:00Z,http://en.wikipedia.org/wiki/1978_French_Grand_Prix,,,,,
29,10,38,British Grand Prix,1978-07-16 00:00:00Z,http://en.wikipedia.org/wiki/1978_British_Grand_Prix,,,,,
29,11,10,German Grand Prix,1978-07-30 00:00:00Z,http://en.wikipedia.org/wiki/1978_German_Grand_Prix,,,,,
29,12,70,Austrian Grand Prix,1978-08-13 00:00:00Z,http://en.wikipedia.org/wiki/1978_Austrian_Grand_Prix,,,,,
29,13,39,Dutch Grand Prix,1978-08-27 00:00:00Z,http://en.wikipedia.org/wiki/1978_Dutch_Grand_Prix,,,,,
29,14,14,Italian Grand Prix,1978-09-10 00:00:00Z,http://en.wikipedia.org/wiki/1978_Italian_Grand_Prix,,,,,
29,15,46,United States Grand Prix,1978-10-01 00:00:00Z,http://en.wikipedia.org/wiki/1978_United_States_Grand_Prix,,,,,
29,16,7,Canadian Grand Prix,1978-10-08 00:00:00Z,http://en.wikipedia.org/wiki/1978_Canadian_Grand_Prix,,,,,
30,1,25,Argentine Grand Prix,1979-01-21 00:00:00Z,http://en.wikipedia.org/wiki/1979_Argentine_Grand_Prix,,,,,
30,2,18,Brazilian Grand Prix,1979-02-04 00:00:00Z,http://en.wikipedia.org/wiki/1979_Brazilian_Grand_Prix,,,,,
30,3,30,South African Grand Prix,1979-03-03 00:00:00Z,http://en.wikipedia.org/wiki/1979_South_African_Grand_Prix,,,,,
30,4,43,United States Grand Prix West,1979-04-08 00:00:00Z,http://en.wikipedia.org/wiki/1979_United_States_Grand_Prix_West,,,,,
30,5,45,Spanish Grand Prix,1979-04-29 00:00:00Z,http://en.wikipedia.org/wiki/1979_Spanish_Grand_Prix,,,,,
30,6,40,Belgian Grand Prix,1979-05-13 00:00:00Z,http://en.wikipedia.org/wiki/1979_Belgian_Grand_Prix,,,,,
30,7,6,Monaco Grand Prix,1979-05-27 00:00:00Z,http://en.wikipedia.org/wiki/1979_Monaco_Grand_Prix,,,,,
30,8,41,French Grand Prix,1979-07-01 00:00:00Z,http://en.wikipedia.org/wiki/1979_French_Grand_Prix,,,,,
30,9,9,British Grand Prix,1979-07-14 00:00:00Z,http://en.wikipedia.org/wiki/1979_British_Grand_Prix,,,,,
30,10,10,German Grand Prix,1979-07-29 00:00:00Z,http://en.wikipedia.org/wiki/1979_German_Grand_Prix,,,,,
30,11,70,Austrian Grand Prix,1979-08-12 00:00:00Z,http://en.wikipedia.org/wiki/1979_Austrian_Grand_Prix,,,,,
30,12,39,Dutch Grand Prix,1979-08-26 00:00:00Z,http://en.wikipedia.org/wiki/1979_Dutch_Grand_Prix,,,,,
30,13,14,Italian Grand Prix,1979-09-09 00:00:00Z,http://en.wikipedia.org/wiki/1979_Italian_Grand_Prix,,,,,
30,14,7,Canadian Grand Prix,1979-09-30 00:00:00Z,http://en.wikipedia.org/wiki/1979_Canadian_Grand_Prix,,,,,
30,15,46,United States Grand Prix,1979-10-07 00:00:00Z,http://en.wikipedia.org/wiki/1979_United_States_Grand_Prix,,,,,
31,1,25,Argentine Grand Prix,1980-01-13 00:00:00Z,http://en.wikipedia.org/wiki/1980_Argentine_Grand_Prix,,,,,
31,2,18,Brazilian Grand Prix,1980-01-27 00:00:00Z,http://en.wikipedia.org/wiki/1980_Brazilian_Grand_Prix,,,,,
31,3,30,South African Grand Prix,1980-03-01 00:00:00Z,http://en.wikipedia.org/wiki/1980_South_African_Grand_Prix,,,,,
31,4,43,United States Grand Prix West,1980-03-30 00:00:00Z,http://en.wikipedia.org/wiki/1980_United_States_Grand_Prix_West,,,,,
31,5,40,Belgian Grand Prix,1980-05-04 00:00:00Z,http://en.wikipedia.org/wiki/1980_Belgian_Grand_Prix,,,,,
31,6,6,Monaco Grand Prix,1980-05-18 00:00:00Z,http://en.wikipedia.org/wiki/1980_Monaco_Grand_Prix,,,,,
31,7,34,French Grand Prix,1980-06-29 00:00:00Z,http://en.wikipedia.org/wiki/1980_French_Grand_Prix,,,,,
31,8,38,British Grand Prix,1980-07-13 00:00:00Z,http://en.wikipedia.org/wiki/1980_British_Grand_Prix,,,,,
31,9,10,German Grand Prix,1980-08-10 00:00:00Z,http://en.wikipedia.org/wiki/1980_German_Grand_Prix,,,,,
31,10,70,Austrian Grand Prix,1980-08-17 00:00:00Z,http://en.wikipedia.org/wiki/1980_Austrian_Grand_Prix,,,,,
31,11,39,Dutch Grand Prix,1980-08-31 00:00:00Z,http://en.wikipedia.org/wiki/1980_Dutch_Grand_Prix,,,,,
31,12,21,Italian Grand Prix,1980-09-14 00:00:00Z,http://en.wikipedia.org/wiki/1980_Italian_Grand_Prix,,,,,
31,13,7,Canadian Grand Prix,1980-09-28 00:00:00Z,http://en.wikipedia.org/wiki/1980_Canadian_Grand_Prix,,,,,
31,14,46,United States Grand Prix,1980-10-05 00:00:00Z,http://en.wikipedia.org/wiki/1980_United_States_Grand_Prix,,,,,
32,1,43,United States Grand Prix West,1981-03-15 00:00:00Z,http://en.wikipedia.org/wiki/1981_United_States_Grand_Prix_West,,,,,
32,2,36,Brazilian Grand Prix,1981-03-29 00:00:00Z,http://en.wikipedia.org/wiki/1981_Brazilian_Grand_Prix,,,,,
32,3,25,Argentine Grand Prix,1981-04-12 00:00:00Z,http://en.wikipedia.org/wiki/1981_Argentine_Grand_Prix,,,,,
32,4,21,San Marino Grand Prix,1981-05-03 00:00:00Z,http://en.wikipedia.org/wiki/1981_San_Marino_Grand_Prix,,,,,
32,5,40,Belgian Grand Prix,1981-05-17 00:00:00Z,http://en.wikipedia.org/wiki/1981_Belgian_Grand_Prix,,,,,
32,6,6,Monaco Grand Prix,1981-05-31 00:00:00Z,http://en.wikipedia.org/wiki/1981_Monaco_Grand_Prix,,,,,
32,7,45,Spanish Grand Prix,1981-06-21 00:00:00Z,http://en.wikipedia.org/wiki/1981_Spanish_Grand_Prix,,,,,
32,8,41,French Grand Prix,1981-07-05 00:00:00Z,http://en.wikipedia.org/wiki/1981_French_Grand_Prix,,,,,
32,9,9,British Grand Prix,1981-07-18 00:00:00Z,http://en.wikipedia.org/wiki/1981_British_Grand_Prix,,,,,
32,10,10,German Grand Prix,1981-08-02 00:00:00Z,http://en.wikipedia.org/wiki/1981_German_Grand_Prix,,,,,
32,11,70,Austrian Grand Prix,1981-08-16 00:00:00Z,http://en.wikipedia.org/wiki/1981_Austrian_Grand_Prix,,,,,
32,12,39,Dutch Grand Prix,1981-08-30 00:00:00Z,http://en.wikipedia.org/wiki/1981_Dutch_Grand_Prix,,,,,
32,13,14,Italian Grand Prix,1981-09-13 00:00:00Z,http://en.wikipedia.org/wiki/1981_Italian_Grand_Prix,,,,,
32,14,7,Canadian Grand Prix,1981-09-27 00:00:00Z,http://en.wikipedia.org/wiki/1981_Canadian_Grand_Prix,,,,,
32,15,44,Caesars Palace Grand Prix,1981-10-17 00:00:00Z,http://en.wikipedia.org/wiki/1981_Caesars_Palace_Grand_Prix,,,,,
33,1,30,South African Grand Prix,1982-01-23 00:00:00Z,http://en.wikipedia.org/wiki/1982_South_African_Grand_Prix,,,,,
33,2,36,Brazilian Grand Prix,1982-03-21 00:00:00Z,http://en.wikipedia.org/wiki/1982_Brazilian_Grand_Prix,,,,,
33,3,43,United States Grand Prix West,1982-04-04 00:00:00Z,http://en.wikipedia.org/wiki/1982_United_States_Grand_Prix_West,,,,,
33,4,21,San Marino Grand Prix,1982-04-25 00:00:00Z,http://en.wikipedia.org/wiki/1982_San_Marino_Grand_Prix,,,,,
33,5,40,Belgian Grand Prix,1982-05-09 00:00:00Z,http://en.wikipedia.org/wiki/1982_Belgian_Grand_Prix,,,,,
33,6,6,Monaco Grand Prix,1982-05-23 00:00:00Z,http://en.wikipedia.org/wiki/1982_Monaco_Grand_Prix,,,,,
33,7,37,Detroit Grand Prix,1982-06-06 00:00:00Z,http://en.wikipedia.org/wiki/1982_Detroit_Grand_Prix,,,,,
33,8,7,Canadian Grand Prix,1982-06-13 00:00:00Z,http://en.wikipedia.org/wiki/1982_Canadian_Grand_Prix,,,,,
33,9,39,Dutch Grand Prix,1982-07-03 00:00:00Z,http://en.wikipedia.org/wiki/1982_Dutch_Grand_Prix,,,,,
33,10,38,British Grand Prix,1982-07-18 00:00:00Z,http://en.wikipedia.org/wiki/1982_British_Grand_Prix,,,,,
33,11,34,French Grand Prix,1982-07-25 00:00:00Z,http://en.wikipedia.org/wiki/1982_French_Grand_Prix,,,,,
33,12,10,German Grand Prix,1982-08-08 00:00:00Z,http://en.wikipedia.org/wiki/1982_German_Grand_Prix,,,,,
33,13,70,Austrian Grand Prix,1982-08-15 00:00:00Z,http://en.wikipedia.org/wiki/1982_Austrian_Grand_Prix,,,,,
33,14,41,Swiss Grand Prix,1982-08-29 00:00:00Z,http://en.wikipedia.org/wiki/1982_Swiss_Grand_Prix,,,,,
33,15,14,Italian Grand Prix,1982-09-12 00:00:00Z,http://en.wikipedia.org/wiki/1982_Italian_Grand_Prix,,,,,
33,16,44,Caesars Palace Grand Prix,1982-09-25 00:00:00Z,http://en.wikipedia.org/wiki/1982_Caesars_Palace_Grand_Prix,,,,,
34,1,36,Brazilian Grand Prix,1983-03-13 00:00:00Z,http://en.wikipedia.org/wiki/1983_Brazilian_Grand_Prix,,,,,
34,2,43,United States Grand Prix West,1983-03-27 00:00:00Z,http://en.wikipedia.org/wiki/1983_United_States_Grand_Prix_West,,,,,
34,3,34,French Grand Prix,1983-04-17 00:00:00Z,http://en.wikipedia.org/wiki/1983_French_Grand_Prix,,,,,
34,4,21,San Marino Grand Prix,1983-05-01 00:00:00Z,http://en.wikipedia.org/wiki/1983_San_Marino_Grand_Prix,,,,,
34,5,6,Monaco Grand Prix,1983-05-15 00:00:00Z,http://en.wikipedia.org/wiki/1983_Monaco_Grand_Prix,,,,,
34,6,13,Belgian Grand Prix,1983-05-22 00:00:00Z,http://en.wikipedia.org/wiki/1983_Belgian_Grand_Prix,,,,,
34,7,37,Detroit Grand Prix,1983-06-05 00:00:00Z,http://en.wikipedia.org/wiki/1983_Detroit_Grand_Prix,,,,,
34,8,7,Canadian Grand Prix,1983-06-12 00:00:00Z,http://en.wikipedia.org/wiki/1983_Canadian_Grand_Prix,,,,,
34,9,9,British Grand Prix,1983-07-16 00:00:00Z,http://en.wikipedia.org/wiki/1983_British_Grand_Prix,,,,,
34,10,10,German Grand Prix,1983-08-07 00:00:00Z,http://en.wikipedia.org/wiki/1983_German_Grand_Prix,,,,,
34,11,70,Austrian Grand Prix,1983-08-14 00:00:00Z,http://en.wikipedia.org/wiki/1983_Austrian_Grand_Prix,,,,,
34,12,39,Dutch Grand Prix,1983-08-28 00:00:00Z,http://en.wikipedia.org/wiki/1983_Dutch_Grand_Prix,,,,,
34,13,14,Italian Grand Prix,1983-09-11 00:00:00Z,http://en.wikipedia.org/wiki/1983_Italian_Grand_Prix,,,,,
34,14,38,European Grand Prix,1983-09-25 00:00:00Z,http://en.wikipedia.org/wiki/1983_European_Grand_Prix,,,,,
34,15,30,South African Grand Prix,1983-10-15 00:00:00Z,http://en.wikipedia.org/wiki/1983_South_African_Grand_Prix,,,,,
35,1,36,Brazilian Grand Prix,1984-03-25 00:00:00Z,http://en.wikipedia.org/wiki/1984_Brazilian_Grand_Prix,,,,,
35,2,30,South African Grand Prix,1984-04-07 00:00:00Z,http://en.wikipedia.org/wiki/1984_South_African_Grand_Prix,,,,,
35,3,40,Belgian Grand Prix,1984-04-29 00:00:00Z,http://en.wikipedia.org/wiki/1984_Belgian_Grand_Prix,,,,,
35,4,21,San Marino Grand Prix,1984-05-06 00:00:00Z,http://en.wikipedia.org/wiki/1984_San_Marino_Grand_Prix,,,,,
35,5,41,French Grand Prix,1984-05-20 00:00:00Z,http://en.wikipedia.org/wiki/1984_French_Grand_Prix,,,,,
35,6,6,Monaco Grand Prix,1984-06-03 00:00:00Z,http://en.wikipedia.org/wiki/1984_Monaco_Grand_Prix,,,,,
35,7,7,Canadian Grand Prix,1984-06-17 00:00:00Z,http://en.wikipedia.org/wiki/1984_Canadian_Grand_Prix,,,,,
35,8,37,Detroit Grand Prix,1984-06-24 00:00:00Z,http://en.wikipedia.org/wiki/1984_Detroit_Grand_Prix,,,,,
35,9,42,Dallas Grand Prix,1984-07-08 00:00:00Z,http://en.wikipedia.org/wiki/1984_Dallas_Grand_Prix,,,,,
35,10,38,British Grand Prix,1984-07-22 00:00:00Z,http://en.wikipedia.org/wiki/1984_British_Grand_Prix,,,,,
35,11,10,German Grand Prix,1984-08-05 00:00:00Z,http://en.wikipedia.org/wiki/1984_German_Grand_Prix,,,,,
35,12,70,Austrian Grand Prix,1984-08-19 00:00:00Z,http://en.wikipedia.org/wiki/1984_Austrian_Grand_Prix,,,,,
35,13,39,Dutch Grand Prix,1984-08-26 00:00:00Z,http://en.wikipedia.org/wiki/1984_Dutch_Grand_Prix,,,,,
35,14,14,Italian Grand Prix,1984-09-09 00:00:00Z,http://en.wikipedia.org/wiki/1984_Italian_Grand_Prix,,,,,
35,15,20,European Grand Prix,1984-10-07 00:00:00Z,http://en.wikipedia.org/wiki/1984_European_Grand_Prix,,,,,
35,16,27,Portuguese Grand Prix,1984-10-21 00:00:00Z,http://en.wikipedia.org/wiki/1984_Portuguese_Grand_Prix,,,,,
36,1,36,Brazilian Grand Prix,1985-04-07 00:00:00Z,http://en.wikipedia.org/wiki/1985_Brazilian_Grand_Prix,,,,,
36,2,27,Portuguese Grand Prix,1985-04-21 00:00:00Z,http://en.wikipedia.org/wiki/1985_Portuguese_Grand_Prix,,,,,
36,3,21,San Marino Grand Prix,1985-05-05 00:00:00Z,http://en.wikipedia.org/wiki/1985_San_Marino_Grand_Prix,,,,,
36,4,6,Monaco Grand Prix,1985-05-19 00:00:00Z,http://en.wikipedia.org/wiki/1985_Monaco_Grand_Prix,,,,,
36,5,7,Canadian Grand Prix,1985-06-16 00:00:00Z,http://en.wikipedia.org/wiki/1985_Canadian_Grand_Prix,,,,,
36,6,37,Detroit Grand Prix,1985-06-23 00:00:00Z,http://en.wikipedia.org/wiki/1985_Detroit_Grand_Prix,,,,,
36,7,34,French Grand Prix,1985-07-07 00:00:00Z,http://en.wikipedia.org/wiki/1985_French_Grand_Prix,,,,,
36,8,9,British Grand Prix,1985-07-21 00:00:00Z,http://en.wikipedia.org/wiki/1985_British_Grand_Prix,,,,,
