"id","created_at","updated_at","name","reference","nationality","wiki_url"
187,"2023-10-19 18:53:40.615142","2023-10-19 18:53:40.615142","McLaren-Ford","mclaren-ford","British","http://en.wikipedia.org/wiki/Team_McLaren"
188,"2023-10-19 18:53:40.615142","2023-10-19 18:53:40.615142","McLaren-Serenissima","mclaren-seren","British","http://en.wikipedia.org/wiki/Team_McLaren"
189,"2023-10-19 18:53:40.615142","2023-10-19 18:53:40.615142","Eagle-Climax","eagle-climax","American","http://en.wikipedia.org/wiki/Anglo_American_Racers"
190,"2023-10-19 18:53:40.615142","2023-10-19 18:53:40.615142","Eagle-Weslake","eagle-weslake","American","http://en.wikipedia.org/wiki/Anglo_American_Racers"
191,"2023-10-19 18:53:40.615142","2023-10-19 18:53:40.615142","Brabham-Repco","brabham-repco","British","http://en.wikipedia.org/wiki/Brabham"
192,"2023-10-19 18:53:40.615142","2023-10-19 18:53:40.615142","Cooper-Ferrari","cooper-ferrari","British","http://en.wikipedia.org/wiki/Cooper_Car_Company"
193,"2023-10-19 18:53:40.615142","2023-10-19 18:53:40.615142","Cooper-ATS","cooper-ats","British","http://en.wikipedia.org/wiki/Cooper_Car_Company"
194,"2023-10-19 18:53:40.615142","2023-10-19 18:53:40.615142","McLaren-BRM","mclaren-brm","British","http://en.wikipedia.org/wiki/McLaren_(racing)"
195,"2023-10-19 18:53:40.615142","2023-10-19 18:53:40.615142","Cooper-BRM","cooper-brm","British","http://en.wikipedia.org/wiki/Cooper_Car_Company"
196,"2023-10-19 18:53:40.615142","2023-10-19 18:53:40.615142","Matra-Ford","matra-ford","French","http://en.wikipedia.org/wiki/Matra"
197,"2023-10-19 18:53:40.615142","2023-10-19 18:53:40.615142","BRM-Ford","brm-ford","British","http://en.wikipedia.org/wiki/BRM"
198,"2023-10-19 18:53:40.615142","2023-10-19 18:53:40.615142","McLaren-Alfa Romeo","mclaren-alfa_romeo","British","http://en.wikipedia.org/wiki/McLaren_(racing)"
199,"2023-10-19 18:53:40.615142","2023-10-19 18:53:40.615142","March-Alfa Romeo","march-alfa_romeo","British","http://en.wikipedia.org/wiki/March_Engineering"
200,"2023-10-19 18:53:40.615142","2023-10-19 18:53:40.615142","March-Ford","march-ford","British","http://en.wikipedia.org/wiki/March_Engineering"
201,"2023-10-19 18:53:40.615142","2023-10-19 18:53:40.615142","Lotus-Pratt &amp; Whitney","lotus-pw","British","http://en.wikipedia.org/wiki/Team_Lotus"
202,"2023-10-19 18:53:40.615142","2023-10-19 18:53:40.615142","Shadow-Ford","shadow-ford","British","http://en.wikipedia.org/wiki/Shadow_Racing_Cars"
203,"2023-10-19 18:53:40.615142","2023-10-19 18:53:40.615142","Shadow-Matra","shadow-matra","British","http://en.wikipedia.org/wiki/Shadow_Racing_Cars"
204,"2023-10-19 18:53:40.615142","2023-10-19 18:53:40.615142","Brabham-Alfa Romeo","brabham-alfa_romeo","British","http://en.wikipedia.org/wiki/Brabham"
205,"2023-10-19 18:53:40.615142","2023-10-19 18:53:40.615142","Lotus","lotus_racing","Malaysian","http://en.wikipedia.org/wiki/Lotus_Racing"
206,"2023-10-19 18:53:40.615142","2023-10-19 18:53:40.615142","Marussia","marussia","Russian","http://en.wikipedia.org/wiki/Marussia_F1"
207,"2023-10-19 18:53:40.615142","2023-10-19 18:53:40.615142","Caterham","caterham","Malaysian","http://en.wikipedia.org/wiki/Caterham_F1"
208,"2023-10-19 18:53:40.615142","2023-10-19 18:53:40.615142","Lotus F1","lotus_f1","British","http://en.wikipedia.org/wiki/Lotus_F1"
209,"2023-10-19 18:53:40.615142","2023-10-19 18:53:40.615142","Manor Marussia","manor","British","http://en.wikipedia.org/wiki/Manor_Motorsport"
210,"2023-10-19 18:53:40.615142","2023-10-19 18:53:40.615142","Haas F1 Team","haas","American","http://en.wikipedia.org/wiki/Haas_F1_Team"
211,"2023-10-19 18:53:40.615142","2023-10-19 18:53:40.615142","Racing Point","racing_point","British","http://en.wikipedia.org/wiki/Racing_Point_F1_Team"
213,"2023-10-19 18:53:40.615142","2023-10-19 18:53:40.615142","AlphaTauri","alphatauri","Italian","http://en.wikipedia.org/wiki/Scuderia_AlphaTauri"
214,"2023-10-19 18:53:40.615142","2023-10-19 18:53:40.615142","Alpine F1 Team","alpine","French","http://en.wikipedia.org/wiki/Alpine_F1_Team"
